"","X","ReleaseDate","Title","ProductionBudget","OpeningWeekend","DomesticBox.Office","WorldwideBox.Office","Trailer","MPAA_Rating_NC.17","MPAA_Rating_Not.Rated","MPAA_Rating_PG","MPAA_Rating_PG.13","MPAA_Rating_PG.13.fight..Rating.bulletin.2329..7.2.2014.","MPAA_Rating_R","Production_Method_Digital.Animation","Production_Method_Hand.Animation","Production_Method_Live.Action","Production_Method_Multiple.Production.Methods","Production_Method_Stop.Motion.Animation","Genre_Adventure","Genre_Black.Comedy","Genre_Comedy","Genre_Concert.Performance","Genre_Documentary","Genre_Drama","Genre_Horror","Genre_Multiple.Genres","Genre_Musical","Genre_Reality","Genre_Romantic.Comedy","Genre_Thriller.Suspense","Genre_Western","Running_Time","Keywords","Franchise","Production_Companies","Production_Countries","Source_Based.on.Comic.Graphic.Novel","Source_Based.on.Factual.Book.Article","Source_Based.on.Fiction.Book.Short.Story","Source_Based.on.Folk.Tale.Legend.Fairytale","Source_Based.on.Game","Source_Based.on.Movie","Source_Based.on.Musical.Group","Source_Based.on.Musical.or.Opera","Source_Based.on.Play","Source_Based.on.Real.Life.Events","Source_Based.on.Religious.Text","Source_Based.on.Short.Film","Source_Based.on.Song","Source_Based.on.Theme.Park.Ride","Source_Based.on.Toy","Source_Based.on.TV","Source_Based.on.Web.Series","Source_Compilation","Source_Original.Screenplay","Source_Remake","Source_Spin.Off","Creative_Type_Dramatization","Creative_Type_Factual","Creative_Type_Fantasy","Creative_Type_Historical.Fiction","Creative_Type_Kids.Fiction","Creative_Type_Multiple.Creative.Types","Creative_Type_Production.Countries.","Creative_Type_Science.Fiction","Creative_Type_Super.Hero","warner","Columbia","Universal_Pictures","Walt_Disney_Pictures","Marvel_Studios","Paramount_Pictures","Century_Fox","Relativity_Media","DreamWorks_Pictures","New_Line_Cinema","Dune_Entertainment","Canal_Plus","Regency_Enterprises","Lionsgate","BBC_Films","StudioCanal","Working_Title_Films","Blumhouse","BFI","France","Cine_Plus","Participant_Media","Village_Roadshow_Productions","Metro_Goldwyn_Mayer_Pictures","Year","month_Aug","month_Dec","month_Feb","month_Jan","month_Jul","month_Jun","month_Mar","month_May","month_Nov","month_Oct","month_Sep","month_Spr","Production_Countries.US","Production_Countries.NonUS"
"237",237,"Sep 25, 2015","Hotel Transylvania 2",8e+07,48464322,169700110,469500298,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89,"Monster, Frankenstien's Monster, Mummy, Werewolf, Vampire, In-Laws / Future In-Laws, Wedding Day, Dysfunctional Family, Screenplay Written By the Star, First Time Parents, Family Affair, Relatives Playing Relatives",1,"Sony Pictures Animation, Columbia Pictures, LStar Capital","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"238",238,"Jul 24, 2015","Only You",NA,27311,61565,9683567,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,113,"Remake, Foreign-Language Remake, Italy, China, Relationships Gone Wrong, Romance, False Identity",0,"Hyayi Brothers Corp., Columbia Pictures","China,United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"239",239,"May 29, 2015","Aloha",3.7e+07,9670235,21052030,25387091,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,105,"Romance, Hawaii, Voiceover/Narration, Military Life",0,"Columbia Pictures, Regency Enterprises, Scott Rudin Productions, Vinyl Films, LStar Capital, RatPac Entertainment","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"240",240,"Mar 6, 2015","Chappie",4.9e+07,13346782,31569268,105002056,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,"Robot, Dystopia, Corrupt Cops",0,"Columbia Pictures, MRC, LStar Capital","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"241",241,"Sep 26, 2014","The Equalizer",5.5e+07,34137828,101530738,192903624,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,"Ex-soldier, Special Ops, Gangs, Revenge, Organized Crime",1,"Escape Artists, Zhiv, Mace Neufeld, Columbia Pictures","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"242",242,"Jun 13, 2014","22 Jump Street",5e+07,57071445,191719337,331333876,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,111,"College, Undercover, Football, Narcotics, Buddy Cop",1,"Columbia Pictures, Metro-Goldwyn-Mayer Pictures, LStar Capital, MRC, Original Film, Cannell Studios","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"243",243,"Dec 13, 2013","American Hustle",4e+07,740455,150117807,257878294,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,138,"FBI, Confidence Men, Undercover, Mafia, 2014 Oscars Best Picture Nominee",0,"Atlas Entertainment, Columbia Pictures, Annapurna Pictures","United States",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"244",244,"Oct 11, 2013","Captain Phillips",5.5e+07,25718314,107136417,220648184,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,133,"On a Boat, Hostage, Pirates, Rescue, Hijacking, Special Ops, 2014 Oscars Best Picture Nominee",0,"Columbia Pictures, Scott Rudin Productions, Michael De Luca, Trigger Street Productions","United States",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"245",245,"Sep 27, 2013","Cloudy with a Chance of Mea…",7.8e+07,34017930,119793567,274392649,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95,"Food, Inventor, Animal Lead, Talking Animals, Corporate Malfeasance, Surprise Twist, 3-D",1,"Columbia Pictures, Sony Pictures Animation","United States",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"246",246,"Jul 31, 2013","The Smurfs 2",1.1e+08,17548389,71017784,348547523,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,104,"Live Action Cartoon, Kidnap, Rescue, Dream Sequence, Scene in End Credits, 3-D",1,"Columbia Pictures, Sony Pictures Animation, Hemisphere Media Capital, Kerner Entertainment Company","United States",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"247",247,"Jul 12, 2013","Grown Ups 2",8e+07,41508572,133668525,247023808,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,"Mid-Life Crisis, Graduation, Ensemble, Gratuitous Cameos, Screenplay Written By the Star",1,"Columbia Pictures, Happy Madison","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"248",248,"Jun 28, 2013","White House Down",1.5e+08,24852258,73103784,205440387,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,131,"Terrorism, Political, Rescue, Secret Service Agent, White House Under Attack, Children Dealing with Divorce",0,"Columbia Pictures, Mythology Entertainment, Centropolis Entertainment","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"249",249,"Jun 12, 2013","This is the End",3.2e+07,20719162,101470202,126539117,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,106,"End of the World, Gratuitous Cameos, Religious, Demons, Possessed, Cannibalism, Musicians, Performing Arts, Black Out Drunk, Ensemble, Filmed By a Character, Breaking the Fourth Wall, Screenplay Written By the Star, Directing Yourself, Exorcism, Rapture, Horror Comedy",0,"Columbia Pictures, Point Grey, Mandate Pictures","United States",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"250",250,"May 31, 2013","After Earth",1.3e+08,27520040,60522097,251499665,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,"Dysfunctional Family, Father's Footsteps, Post Apocalypse, Marooned, Relatives Playing Relatives, Visual Effects, Voiceover/Narration, Prologue, Alien Invasion, Intertitle, Coming of Age, Dream Sequence, Monster, Family Affair",0,"Columbia Pictures, Overbrook Entertainment, Blinding Edge Pictures","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"251",251,"Dec 25, 2012","Django Unchained",1e+08,30122888,162805434,449948323,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,165,"Non-Chronological, Directing Yourself, Slavery, Revenge, Bounty Hunter, Rescue, Intertitle, Fugitive / On the Run, Slow Motion Scene, Bare Knuckle Fighting, Underground / Illegal Fighting, Intentionally Anachronistic, 2013 Oscars Best Picture Nominee",0,"Weinstein Company, Columbia Pictures, A Band Apart","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"252",252,"Dec 19, 2012","Zero Dark Thirty",52500000,417150,95720716,134612435,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,137,"Secret Agent, 9/11, Terrorism, Afghanistan War, Special Ops, Tortured for Information, 2013 Oscars Best Picture Nominee",0,"Columbia Pictures, Mark Boal, First Light, Annapurna Pictures","United States",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"253",253,"Nov 8, 2012","Skyfall",2e+08,88364714,304360277,1110526981,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,"IMAX: DMR, Secret Agent, Surprise Twist, Faked Death, Development Hell, Delayed Sequel, Prologue, Intertitle",1,"Eon Productions, B23, Metro-Goldwyn-Mayer Pictures, Columbia Pictures","United Kingdom,United States",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"254",254,"Oct 12, 2012","Here Comes the Boom",4.2e+07,11816596,45290318,73239258,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,104,"Inspirational Sports, Inspirational Teacher, Mixed Martial Arts, Tournament, Underdog, Unrequited Love, Bad Teachers, Screenplay Written By the Star, Directing Yourself, Teachers",0,"Columbia Pictures, Broken Road, Happy Madison, Hey Eddie","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"255",255,"Sep 28, 2012","Hotel Transylvania",8.5e+07,42522194,148313048,378505812,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91,"Monster, Werewolf, Vampire, Zombies, Romance, Letting Go, 3-D, Mummy",1,"Columbia Pictures, Sony Pictures Animation","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"256",256,"Aug 24, 2012","Premium Rush",3.5e+07,6030164,20275446,31393201,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91,"Bike Messengers, Fugitive / On the Run, Corrupt Cops, Gangs",0,"Columbia Pictures, Pariah Productions","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"257",257,"Aug 8, 2012","Hope Springs",3e+07,14650121,63536011,133085295,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100,"Romance, Relationships Gone Wrong, Relationship Advice, Autumn Years, December Romance, Therapists / Therapy",0,"Columbia Pictures, Mandate Pictures, Metro-Goldwyn-Mayer Pictures, Film 360, Escape Artists","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"258",258,"Jul 3, 2012","The Amazing Spider-Man",2.2e+08,62004688,262030663,757890267,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,136,"Marvel Comics, 3-D, Secret Identity, First Love, Visual Effects, Abandoned Child, Vigilante, Reboot, Inventor, Mad Scientist, IMAX: DMR",1,"Columbia Pictures, Marvel Studios","United States",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"259",259,"Jun 15, 2012","That's My Boy",57500000,13453714,36931089,58085235,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,115,"Fictionalized Version of Yourself, Delayed Adulthood, Gratuitous Cameos, Sex Crimes, Unexpected Pregnancy, Dysfunctional Family, Unexpected Families, Wedding Day, Bachelor Party, Strippers / Stripping, IRS, February / May Romance",0,"Columbia Pictures, Relativity Media, Happy Madison","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"260",260,"May 25, 2012","Men in Black 3",2.15e+08,54592779,179020854,654213485,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,104,"3-D, Alien Invasion, Friendly Alien on Earth, Hitmen, Time Travel, Delayed Sequel, Buddy Comedy, Faulty Memory, Secret Agent, Marvel Comics, Visual Effects, Gratuitous Cameos, Same Role, Multiple Actors, Surprise Twist, IMAX: DMR",1,"Columbia Pictures, Hemisphere Media Capital, Amblin Entertainment, Parkes+Macdonald Productions, Image Nation","United States",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"261",261,"Apr 27, 2012","The Pirates! Band of Misfits",5.5e+07,11137734,31051126,136143605,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,88,"Pirates, Royalty, 3-D, Animal Lead, Hauntings, Academics, Monster, Intertitle, Cross-Dressing, Unnamed Character, Epilogue, Scene in End Credits, Rescue, Unrequited Love, Character's Journey Shown on Map",0,"Columbia Pictures, Sony Pictures Animation, Aardman Animations","United Kingdom,United States",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"262",262,"Mar 16, 2012","21 Jump Street",4.2e+07,36302612,138447667,202812429,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,109,"Undercover, Gratuitous Cameos, Narcotics, Buddy Cop, High School Hell, Prom, Slobs vs. Snobs",1,"Columbia Pictures, Metro-Goldwyn-Mayer Pictures, Relativity Media, Original Film, Cannell Studios","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"263",263,"Feb 17, 2012","Ghost Rider: Spirit of Veng…",5.7e+07,22115334,51774002,149217355,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,"3-D, Visual Effects, Demons, Good vs. Evil, Marvel Comics, Sequels Without Their Original Stars",1,"Columbia Pictures, Hyde Park Entertainment, Image Nation Abu Dhabi, Marvel Studios","United Arab Emirates,United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"264",264,"Dec 21, 2011","The Adventures of Tintin",1.3e+08,9720993,77591831,373993951,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,104,"3-D, Family Movie, Treasure Hunters, Pirates, Twins, Same Actor, Multiple Roles, Animal Lead, Addiction, IMAX: DMR",1,"Paramount Pictures, Columbia Pictures, Amblin Entertainment, Wingnut Films, The Kennedy/Marshall Company","United States",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"265",265,"Dec 20, 2011","The Girl with the Dragon Ta…",9e+07,12768604,102515793,239373970,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,160,"Foreign-Language Remake, Private Investigator, News, Writing and Writers, Dysfunctional Family, Serial Killer, Sex Crimes, Revenge, Surprise Twist",1,"Columbia Pictures, Metro-Goldwyn-Mayer Pictures, Scott Rudin Productions, Yellow Bird","United States",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"266",266,"Nov 23, 2011","Arthur Christmas",8.5e+07,12068931,46462469,149717124,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,"3-D, Christmas, Christmas in November, Dysfunctional Family",0,"Aardman Animations, Columbia Pictures, Sony Pictures Animation","United Kingdom,United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"267",267,"Nov 11, 2011","Jack and Jill",7.9e+07,25003575,74158157,150519217,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90,"Dysfunctional Family, Twins, Same Actor, Multiple Roles, Cross-Dressing, Thanksgiving, Gratuitous Cameos, Directing Yourself",0,"Columbia Pictures, Happy Madison, Broken Road","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"268",268,"Oct 28, 2011","Anonymous",27500000,1021768,4463292,15815509,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,130,"Political, Royalty, Conspiracy Theory, Voiceover/Narration, Costume Drama, Based on an UNTRUE Story, Inspired by a True Story, Prologue, Writing and Writers, Performing Arts, Non-Chronological",0,"Columbia Pictures, Relativity Media, Centropolis Entertainment, Studio Babelsberg","Germany,United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"269",269,"Sep 23, 2011","Moneyball",5e+07,19501302,75605492,111300835,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,133,"Baseball, Underdog, Epilogue, Intertitle, Non-Chronological, Same Role, Multiple Actors, 2012 Oscars Best Picture Nominee",0,"Columbia Pictures","United States",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"270",270,"Sep 9, 2011","Bucky Larson: Born to Be a …",1e+07,1415023,2529395,2529395,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,96,"Porn Business, Delayed Adulthood, Country Mouse, City Mouse",0,"Columbia Pictures, Happy Madison","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"271",271,"Aug 12, 2011","30 Minutes or Less",2.8e+07,13330118,37053924,40966716,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,83,"Hitmen, Dysfunctional Family, Heist, Buddy Comedy, Epilogue, Inspired by a True Story",0,"Columbia Pictures, Media Rights Capital, Red Hour Productions","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"272",272,"Jul 8, 2011","Zookeeper",8e+07,20065617,80360866,170805525,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,101,"Romance, Relationships Gone Wrong, Mid-Life Crisis, Talking Animals, Animal Lead, Relationship Advice, Romance, Gratuitous Cameos",0,"Columbia Pictures, Metro-Goldwyn-Mayer Pictures, Broken Road, Hey Eddie, Happy Madison","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"273",273,"Mar 11, 2011","Battle: Los Angeles",7e+07,35573187,83552429,213463976,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,"Alien Invasion, Inspired by a True Story, Rescue, War, One Last Job",0,"Columbia Pictures, Relativity Media, Original Film","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"274",274,"Feb 11, 2011","Just Go With It",8e+07,30514732,103028109,214974953,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,115,"Romance, Relationships Gone Wrong, Unexpected Families, Family Vacations, Gratuitous Cameos",0,"Columbia Pictures, Happy Madison","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,0,0,0,0,1,0
