"","X","ReleaseDate","Title","ProductionBudget","OpeningWeekend","DomesticBox.Office","WorldwideBox.Office","Trailer","MPAA_Rating_NC.17","MPAA_Rating_Not.Rated","MPAA_Rating_PG","MPAA_Rating_PG.13","MPAA_Rating_PG.13.fight..Rating.bulletin.2329..7.2.2014.","MPAA_Rating_R","Production_Method_Digital.Animation","Production_Method_Hand.Animation","Production_Method_Live.Action","Production_Method_Multiple.Production.Methods","Production_Method_Stop.Motion.Animation","Genre_Adventure","Genre_Black.Comedy","Genre_Comedy","Genre_Concert.Performance","Genre_Documentary","Genre_Drama","Genre_Horror","Genre_Multiple.Genres","Genre_Musical","Genre_Reality","Genre_Romantic.Comedy","Genre_Thriller.Suspense","Genre_Western","Running_Time","Keywords","Franchise","Production_Companies","Production_Countries","Source_Based.on.Comic.Graphic.Novel","Source_Based.on.Factual.Book.Article","Source_Based.on.Fiction.Book.Short.Story","Source_Based.on.Folk.Tale.Legend.Fairytale","Source_Based.on.Game","Source_Based.on.Movie","Source_Based.on.Musical.Group","Source_Based.on.Musical.or.Opera","Source_Based.on.Play","Source_Based.on.Real.Life.Events","Source_Based.on.Religious.Text","Source_Based.on.Short.Film","Source_Based.on.Song","Source_Based.on.Theme.Park.Ride","Source_Based.on.Toy","Source_Based.on.TV","Source_Based.on.Web.Series","Source_Compilation","Source_Original.Screenplay","Source_Remake","Source_Spin.Off","Creative_Type_Dramatization","Creative_Type_Factual","Creative_Type_Fantasy","Creative_Type_Historical.Fiction","Creative_Type_Kids.Fiction","Creative_Type_Multiple.Creative.Types","Creative_Type_Production.Countries.","Creative_Type_Science.Fiction","Creative_Type_Super.Hero","warner","Columbia","Universal_Pictures","Walt_Disney_Pictures","Marvel_Studios","Paramount_Pictures","Century_Fox","Relativity_Media","DreamWorks_Pictures","New_Line_Cinema","Dune_Entertainment","Canal_Plus","Regency_Enterprises","Lionsgate","BBC_Films","StudioCanal","Working_Title_Films","Blumhouse","BFI","France","Cine_Plus","Participant_Media","Village_Roadshow_Productions","Metro_Goldwyn_Mayer_Pictures","Year","month_Aug","month_Dec","month_Feb","month_Jan","month_Jul","month_Jun","month_Mar","month_May","month_Nov","month_Oct","month_Sep","month_Spr","Production_Countries.US","Production_Countries.NonUS"
"3210",3210,"Oct 6, 2006","Employee of the Month",1e+07,11407751,28444855,38364855,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108,"Delayed Adulthood",0,"Tapestry Films","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"3211",3211,"Jul 15, 2005","Wedding Crashers",4e+07,33900720,209218368,283218368,NA,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,119,"Romance, Wedding Crashers, Delayed Adulthood, Buddy Comedy",0,"Tapestry Films","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"3212",3212,"Oct 5, 2001","Serendipity",2.8e+07,13309241,50255310,77477297,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,92,"Romance, Christmas, Fate or Destiny, Voiceover/Narration, Relationships Gone Wrong, Wedding Day, Musicians",0,"Tapestry Films, Simon Fields Productions","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"3213",3213,"Jan 29, 1999","She's All That",1e+07,16065430,63465522,63465522,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,95,"Romance, Tween, Ugly Duckling, Prom, Ensemble, Reality TV, Voiceover/Narration, Non-Chronological, Relationships Gone Wrong, Gambling, Performing Arts, Graduation",0,"Tapestry Films, FilmColony","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"3214",3214,"Feb 14, 2014","About Last Night",1.3e+07,25649011,48637684,50445860,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100,"Remake, Scene in End Credits, African-American, Romance, One Night Stand",0,"Rainforest Films, Olive Bridge Entertainment","United States",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"3215",3215,"Sep 17, 2010","Easy A",8e+06,17734040,58401464,76200721,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92,"LGBT, Modern Adaptation, High School Hell, Fake Dating",0,"Olive Bridge Entertainment","United States",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"3216",3216,"Jun 29, 1988","Coming to America",NA,21404420,128152301,288800000,NA,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,116,"Prince/Princess, Same Actor, Multiple Roles, Culture Clash, African-American",0,"Eddie Murphy Production","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"3217",3217,"Dec 16, 2016","Luomandike xiaowang shi",NA,95514,367278,18340604,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,123,"World War II, Organized Crime, China, Occupying Army, 1940s, Shanghai, Non-Chronological, Relationships Gone Wrong, Infidelity, 1930s, Sex Crimes, Kidnap",0,"China Film Company, Cutting Edge, Huayi Brothers Pictures Ltd, Emperor Film Production, Huayi Brothers International","China,Hong Kong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3218",3218,"Jun 24, 2016","Three",NA,58196,119550,15143255,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,"Police Standoff, Police Custody, Gangs, Hong Kong, China, Organized Crime, Medical and Hospitals",0,"Media Asia Films, IQIYI Motion Pictures, Beijing Hairun Pictures LTD, Impact Partners, Beijing Baidu Netcom Science Technology Co., Shanghai Gewa Business Information Consulting Co., Shenzhen Film Studio, Wuxi Soulpower Culture Media Company, China Film Media Asia Audio Visual Distribution Company, Milkyway Image, China Film Company","China,Hong Kong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"3219",3219,"Feb 19, 2016","Mei Ren Yu",60720000,985052,3229457,554516671,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94,"Romance, Environment, Assassination, Hitman Falling In Love with their Target, Mermaids",0,"The Star Overseas, China Film Company, Hehe Pictures Co Ltd, Enlight Pictures, Shanghai New Culture Media Group, Zenith Culture Broadcast, Zeyue Media, Alpha Pictures Investment Co., xxxKxx, Bingo Movie Development","China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"3220",3220,"Feb 5, 2016","Xi You Ji zhi Sun Wu Kong S…",6e+07,166391,709982,194058503,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,"Demons, Shapeshifter, Buddhism, Witches, Monks and Nuns",1,"Global Star Productions, China Film Company, Fanoy Planet Entertainment, HG Entertainment, Luxun Group, Jiangsu Wenhua Dongrun Film and TV Culture, Yoo.com, IQIYI Motion Pictures, Filmko Film Co, Golden Shores Films","China,Hong Kong",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"3221",3221,"Dec 18, 2015","The Ghouls",NA,279974,1243810,248692722,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,124,"Treasure Hunters, Grave Robbers, China, Archaeology, New York City, Out of Retirement",0,"Wanda Media, Shine Asia Media Company, Hyayi Brothers Corp., Beijing Enlight Pictures, China Film Company","China",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3222",3222,"Sep 11, 2015","Lang Tu Teng",NA,NA,212616,117101252,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,121,"Cultural Revolution, 1960s, Animal Lead, China, Political",0,"China Film Company, Loull Productions","China,France",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"3223",3223,"Aug 31, 2012","Long men fei jia",NA,95452,170276,85130718,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,"Martial Arts, 3-D, Wuxia, Remake, Political, Hitmen, IMAX: DMR",0,"Bona Film Group, China Film Company, SMG Pictures, Shine Show Interactive Media Company, Bona Entertainment Company, Film Workshop Company","China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"3224",3224,"Feb 27, 2015","Focus",6.5e+07,18685137,53862963,168065700,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,105,"Confidence Men, Romance, Professional Rivalry, Mentor, Auto Racing",0,"Di Novi Pictures, Zaftig Films","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"3225",3225,"Aug 22, 2014","If I Stay",1.1e+07,15679190,50474843,78356170,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,106,"Young Adult Book Adaptation, Coming of Age, Musicians, Near Death Experience, Romance, First Love, Young Child Dealing with the Death of a Parent, Death of a Sibling, Coma, Medical and Hospitals",0,"Di Novi Pictures","United States",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"3226",3226,"Oct 16, 1998","Practical Magic",6e+07,13104694,46850558,68336997,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,104,"Secret Magic",0,"Di Novi Pictures, Fortis Films","United States",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"3227",3227,"Dec 8, 2006","Blood Diamond",1e+08,8648324,57377916,171377916,NA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,"Child Soldier, Blood Diamonds",0,"Initial Entertainment Group, Virtual Studios, Spring Creek Prod, Bedford Falls","Germany,United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3228",3228,"Mar 25, 2005","The Ballad of Jack and Rose",1500000,59459,712294,1126258,NA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,"Coming of Age, Counterculture, Environment, Land Developer, Incest, Relationships Gone Wrong, Dysfunctional Family, Terminal Illness, Loss Of Virginity",0,"Initial Entertainment Group",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA
"3229",3229,"Dec 17, 2004","The Aviator",1.1e+08,858021,102608827,208370892,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,170,NA,0,"Forward Pass, Initial Entertainment Group","United States",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"3230",3230,"Jun 14, 2002","The Dangerous Lives of Alta…",1.2e+07,55000,1779284,1779284,NA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,104,"Boarding School, Coming of Age",0,"Initial Entertainment Group",NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA
"3231",3231,"Oct 19, 2001","Bangkok Dangerous",NA,3026,23300,23300,NA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Foreign Language",0,"Initial Entertainment Group",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA
"3232",3232,"Apr 11, 2018","Beirut",NA,1734497,5019226,7404814,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,"1970s, 1980s, C.I.A., Diplomats, Civil War, Israeli Palestinian Conflict, Terrorism",0,"Radar Pictures, Shivhans Pictures, Bleecker Street ","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3233",3233,"Sep 2, 2016","Kickboxer: Vengeance",NA,NA,NA,78794,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Martial Arts, Delayed Sequel",1,"Radar Pictures","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"3234",3234,"May 29, 2015","Club Life",NA,NA,NA,214785,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,86,"Early / Simultaneous Video on Demand release, Night Club",0,"Bleiberg Entertainment, 2B Pictures, Radar Pictures","United States",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"3235",3235,"May 13, 2014","Sign Painters",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,"Artisans vs. Automation",0,"Radar Pictures","United States",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"3236",3236,"Mar 15, 2013","Spring Breakers",5e+06,263002,14124286,31149251,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,94,"Spring Break, Gangs, Narcotics, Hitmen, Religious, Voiceover/Narration, Hip Hop and Rap, Non-Chronological, Florida, Miami, Hood Film",0,"Muse Productions, Rabbit Bandini Productions, Radar Pictures","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"3237",3237,"Aug 6, 2010","Twelve",NA,110238,183920,183920,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,93,"Narcotics, Addiction, Coming of Age, Voiceover/Narration, Ensemble",0,"Radar Pictures, Original Media, Artina Films","France,United States",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"3238",3238,"Mar 9, 2018","The Strangers: Prey at Night",NA,10402271,24431472,29954748,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85,"Home Invasion, Trailer Park, Delayed Sequel, Road Trip, Isolation Horror, Based on an UNTRUE Story, Teenage Slasher, Young Child Dealing with the Death of a Parent, Orphan",1,"Aviron Pictures, The Fyzz Facility, White Comet Films, Bloom   , Rogue Pictures","United States",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"3239",3239,"Sep 2, 2011","Shark Night 3D",2.5e+07,8404260,18877153,18877153,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85,"3-D, Torture Porn, Teenage Slasher, Animals Gone Bad, Corrupt Cops, Underwater, Surprise Twist, Prologue",0,"Rogue Pictures, Incentive Filmed Entertainment, Sierra Pictures, Next Films, Silverwood Films","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"3240",3240,"Oct 8, 2010","My Soul to Take",2.5e+07,6842220,14744435,16727470,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,107,"Teenage Slasher, Mental Illness, Serial Killer, Reincarnation, Possessed, Surprise Twist, 3-D",0,"Rogue Pictures","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"3241",3241,"Aug 7, 2009","A Perfect Getaway",1.4e+07,5948555,15515460,22815460,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,97,NA,0,"Rogue Pictures","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"3242",3242,"Apr 24, 2009","Fighting",2.5e+07,11024370,23091010,32831707,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,"Bare Knuckle Fighting",0,"Rogue Pictures, Misher Films","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3243",3243,"Mar 14, 2008","Doomsday",3.3e+07,4926565,11008770,21621188,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,"Post Apocalypse, Mutants",0,"Rogue Pictures, Intrepid Pictures, Crystal Sky Pictures, Scion Films","Germany,South Africa,United Kingdom,United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"3244",3244,"Sep 4, 2015","Before We Go",3e+06,18630,37151,483938,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,93,"Manhattan, Actors Making Their Directorial Debut, Romance, One Night, Relationships Gone Wrong, Infidelity, Early / Simultaneous Video on Demand release",0,"Wonderland Sound and Vision, RSVP Entertainment","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"3245",3245,"Mar 31, 2015","Playing It Cool",NA,NA,NA,1099644,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94,"Romance, Love Triangle, Relationships Gone Wrong, Unnamed Character, Early / Simultaneous Video on Demand release, Voiceover/Narration",0,"Wonderland Sound and Vision, Voltage Pictures","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"3246",3246,"Feb 20, 2015","The DUFF",8500000,10809149,34030343,43528634,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,"High School Hell, Bullies, Makeover, Romance, Football, High School Sports, Voiceover/Narration, Intertitle, Love Triangle, Outtakes During Credits, Fantasy Sequence",0,"Wonderland Sound and Vision, Vast Entertainment","United States",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"3247",3247,"May 21, 2009","Terminator Salvation",2e+08,42558390,125322469,365491792,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,"Post Apocalypse",1,"Halcyon Company, Moritz Borman, Wonderland Sound and Vision","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"3248",3248,"Jan 25, 2019","Serenity",NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,"Film Noir, The Past Catching up with You, Betrayal, On a Boat, Relationships Gone Wrong, Domestic Abuse",0,"IM Global","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"3249",3249,"Sep 14, 2018","I Think We’re Alone Now",NA,NA,NA,3156,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,93,"Post Apocalypse, Lone Survivor, Survivalist, Psychological Thriller, Surprise Twist",0,"Momentum Pictures, Exhibit   , IM Global, Ferrotame Films Limited, Automatik, Slater Hall, Estuary Films","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"3250",3250,"Jun 29, 2018","Woman Walks Ahead",NA,6863,57528,76713,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,101,"Native Americans, Artists, Painter, North Dakota, Voiceover/Narration, Bigotry, Early / Simultaneous Video on Demand release, 1890s, Genocide, Government Corruption, Brooklyn, New York City, New York",0,"Bedford Falls, Black Bicycle, IM Global, Potboiler Productions, Lipsync Productions, A24","United States",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,0,0,0,0,0,1,0,0,0,0,0,0,1,0
